               data_ora  rad  temperatura elevazione
2023-03-25 21:39:34.755 6417        41.57         20
2023-03-25 21:39:34.963 6425        41.57         20
2023-03-25 21:39:35.171 6443        41.57         20
2023-03-25 21:39:35.379 6443        41.57         20
2023-03-25 21:39:35.587 6438        41.57         20
2023-03-25 21:39:35.795 6433        41.57         20
2023-03-25 21:39:36.003 6431        41.60         20
2023-03-25 21:39:36.212 6410        41.60         20
2023-03-25 21:39:36.420 6429        41.60         20
2023-03-25 21:39:36.628 6412        41.60         20
2023-03-25 21:39:36.837 6414        41.60         20
2023-03-25 21:39:37.041 6405        41.60         20
2023-03-25 21:39:37.263 6402        41.60         20
2023-03-25 21:39:37.475 6389        41.60         20
2023-03-25 21:39:37.686 6398        41.60         20
2023-03-25 21:39:37.851 6390        41.60         20
2023-03-25 21:39:38.047 6399        41.60         20
2023-03-25 21:39:38.261 6412        41.60         20
2023-03-25 21:39:38.469 6400        41.60         20
2023-03-25 21:39:38.676 6418        41.60         20
2023-03-25 21:39:38.886 6401        41.60         20
2023-03-25 21:39:39.091 6409        41.60         20
2023-03-25 21:39:39.301 6408        41.60         20
2023-03-25 21:39:39.510 6419        41.60         20
2023-03-25 21:39:39.718 6424        41.60         20
2023-03-25 21:39:39.927 6404        41.60         20
2023-03-25 21:39:40.129 6405        41.60         20
2023-03-25 21:39:40.341 6408        41.57         20
2023-03-25 21:39:40.551 6405        41.57         20
2023-03-25 21:39:40.759 6402        41.57         20
2023-03-25 21:39:40.964 6367        41.60         20
2023-03-25 21:39:41.182 6383        41.57         20
2023-03-25 21:39:41.400 6399        41.60         20
2023-03-25 21:39:41.607 6397        41.60         20
2023-03-25 21:39:41.782 6394        41.60         20
2023-03-25 21:39:41.982 6387        41.60         20
2023-03-25 21:39:42.182 6369        41.60         20
2023-03-25 21:39:42.392 6391        41.60         20
2023-03-25 21:39:42.600 6391        41.60         20
2023-03-25 21:39:42.808 6397        41.60         20
2023-03-25 21:39:43.017 6394        41.60         20
2023-03-25 21:39:43.222 6412        41.60         20
