               data_ora  rad  temperatura elevazione
2023-03-02 02:05:49.538 4943        40.26         25
2023-03-02 02:05:49.709 4957        40.26         25
2023-03-02 02:05:49.928 4989        40.26         25
2023-03-02 02:05:50.131 4962        40.26         25
2023-03-02 02:05:50.334 4996        40.26         25
2023-03-02 02:05:50.553 4981        40.26         25
2023-03-02 02:05:50.756 4985        40.26         25
2023-03-02 02:05:50.959 4984        40.26         25
2023-03-02 02:05:51.147 4972        40.26         25
2023-03-02 02:05:51.366 4982        40.26         25
2023-03-02 02:05:51.569 4999        40.26         25
2023-03-02 02:05:51.772 4994        40.26         25
2023-03-02 02:05:51.991 4936        40.26         25
2023-03-02 02:05:52.209 4975        40.26         25
2023-03-02 02:05:52.412 4954        40.26         25
2023-03-02 02:05:52.631 4957        40.26         25
2023-03-02 02:05:52.834 4966        40.26         25
2023-03-02 02:05:53.037 4948        40.26         25
2023-03-02 02:05:53.256 4976        40.26         25
2023-03-02 02:05:53.459 4960        40.26         25
2023-03-02 02:05:53.662 4943        40.26         25
2023-03-02 02:05:53.850 4958        40.26         25
2023-03-02 02:05:54.053 4949        40.26         25
2023-03-02 02:05:54.256 4965        40.26         25
2023-03-02 02:05:54.475 4965        40.26         25
2023-03-02 02:05:54.678 4947        40.26         25
2023-03-02 02:05:54.865 4973        40.26         25
2023-03-02 02:05:55.084 4980        40.26         25
2023-03-02 02:05:55.287 4991        40.29         25
2023-03-02 02:05:55.490 4989        40.29         25
2023-03-02 02:05:55.694 4939        40.29         25
2023-03-02 02:05:55.912 4953        40.29         25
2023-03-02 02:05:56.115 4974        40.29         25
2023-03-02 02:05:56.334 4981        40.29         25
2023-03-02 02:05:56.553 4949        40.29         25
2023-03-02 02:05:56.756 4958        40.29         25
2023-03-02 02:05:56.959 4972        40.26         25
2023-03-02 02:05:57.178 4936        40.26         25
2023-03-02 02:05:57.381 4966        40.26         25
2023-03-02 02:05:57.584 4938        40.29         25
2023-03-02 02:05:57.772 4945        40.26         25
2023-03-02 02:05:57.975 4954        40.26         25
2023-03-02 02:05:58.178 4964        40.26         25
2023-03-02 02:05:58.397 4972        40.29         25
2023-03-02 02:05:58.600 4992        40.29         25
2023-03-02 02:05:58.787 4977        40.29         25
2023-03-02 02:05:59.006 4968        40.29         25
2023-03-02 02:05:59.209 5004        40.26         25
2023-03-02 02:05:59.412 4929        40.29         25
2023-03-02 02:05:59.631 5000        40.26         25
2023-03-02 02:05:59.834 4964        40.26         25
2023-03-02 02:06:00.037 4979        40.26         25
2023-03-02 02:06:00.256 4919        40.29         25
2023-03-02 02:06:00.475 4956        40.29         25
2023-03-02 02:06:00.678 4962        40.29         25
2023-03-02 02:06:00.896 4978        40.29         25
2023-03-02 02:06:01.100 4950        40.29         25
2023-03-02 02:06:01.303 4968        40.29         25
2023-03-02 02:06:01.506 4993        40.29         25
