               data_ora  rad  temperatura elevazione
2023-04-07 23:22:38.027 4825        40.38         20
2023-04-07 23:22:38.234 4835        40.38         20
2023-04-07 23:22:38.465 4848        40.38         20
2023-04-07 23:22:38.673 4840        40.38         20
2023-04-07 23:22:38.880 4840        40.38         20
2023-04-07 23:22:39.073 4841        40.38         20
2023-04-07 23:22:39.281 4843        40.38         20
2023-04-07 23:22:39.488 4840        40.38         20
2023-04-07 23:22:39.697 4852        40.38         20
2023-04-07 23:22:39.904 4856        40.38         20
2023-04-07 23:22:40.125 4849        40.38         20
2023-04-07 23:22:40.290 4834        40.38         20
2023-04-07 23:22:40.498 4867        40.38         20
2023-04-07 23:22:40.705 4866        40.38         20
2023-04-07 23:22:40.914 4878        40.35         20
2023-04-07 23:22:41.123 4861        40.35         20
2023-04-07 23:22:41.331 4853        40.38         20
2023-04-07 23:22:41.538 4871        40.35         20
2023-04-07 23:22:41.747 4863        40.35         20
2023-04-07 23:22:41.946 4856        40.35         20
2023-04-07 23:22:42.146 4841        40.35         20
2023-04-07 23:22:42.365 4835        40.35         20
2023-04-07 23:22:42.580 4846        40.35         20
2023-04-07 23:22:42.787 4843        40.35         20
2023-04-07 23:22:42.997 4854        40.35         20
2023-04-07 23:22:43.205 4857        40.35         20
2023-04-07 23:22:43.413 4861        40.35         20
2023-04-07 23:22:43.621 4853        40.35         20
2023-04-07 23:22:43.829 4830        40.35         20
2023-04-07 23:22:44.041 4834        40.35         20
2023-04-07 23:22:44.213 4846        40.35         20
2023-04-07 23:22:44.422 4822        40.35         20
2023-04-07 23:22:44.630 4842        40.35         20
2023-04-07 23:22:44.838 4832        40.35         20
2023-04-07 23:22:45.047 4843        40.35         20
2023-04-07 23:22:45.255 4869        40.35         20
2023-04-07 23:22:45.463 4865        40.35         20
2023-04-07 23:22:45.667 4874        40.35         20
2023-04-07 23:22:45.867 4885        40.35         20
2023-04-07 23:22:46.071 4887        40.35         20
2023-04-07 23:22:46.287 4883        40.35         20
2023-04-07 23:22:46.504 4895        40.35         20
2023-04-07 23:22:46.712 4875        40.35         20
2023-04-07 23:22:46.920 4879        40.35         20
2023-04-07 23:22:47.129 4875        40.35         20
2023-04-07 23:22:47.337 4864        40.35         20
2023-04-07 23:22:47.546 4859        40.35         20
2023-04-07 23:22:47.769 4854        40.35         20
