RAL10
Sampling=1
Gain=5
Zero_base=6877
Time_cost=0
Integrator=0
Polarization=A
Date=18/4/2023

UTC RAD T(C)
04/18/2023 08:43:00.590 15409 40.80
04/18/2023 08:43:00.794 15427 40.80
04/18/2023 08:43:01.006 15426 40.80
04/18/2023 08:43:01.215 15459 40.80
04/18/2023 08:43:01.423 15458 40.80
04/18/2023 08:43:01.630 15423 40.80
04/18/2023 08:43:01.839 15415 40.80
04/18/2023 08:43:02.047 15431 40.80
04/18/2023 08:43:02.254 15427 40.80
04/18/2023 08:43:02.463 15404 40.80
04/18/2023 08:43:02.670 15436 40.80
04/18/2023 08:43:02.892 15424 40.80
04/18/2023 08:43:03.056 15437 40.80
04/18/2023 08:43:03.263 15426 40.80
04/18/2023 08:43:03.471 15409 40.80
04/18/2023 08:43:03.679 15433 40.80
04/18/2023 08:43:03.886 15433 40.80
04/18/2023 08:43:04.096 15412 40.80
04/18/2023 08:43:04.304 15415 40.80
04/18/2023 08:43:04.513 15421 40.80
04/18/2023 08:43:04.720 15443 40.80
04/18/2023 08:43:04.920 15416 40.80
04/18/2023 08:43:05.126 15412 40.80
04/18/2023 08:43:05.342 15425 40.84
04/18/2023 08:43:05.553 15432 40.84
04/18/2023 08:43:05.761 15428 40.84
04/18/2023 08:43:05.969 15413 40.84
04/18/2023 08:43:06.178 15416 40.84
04/18/2023 08:43:06.387 15448 40.80
04/18/2023 08:43:06.610 15425 40.80
04/18/2023 08:43:06.818 15385 40.80
04/18/2023 08:43:07.027 15389 40.84
04/18/2023 08:43:07.235 15403 40.80
04/18/2023 08:43:07.395 15412 40.80
04/18/2023 08:43:07.603 15399 40.80
04/18/2023 08:43:07.810 15400 40.80
04/18/2023 08:43:08.019 15410 40.80
04/18/2023 08:43:08.228 15405 40.80
04/18/2023 08:43:08.436 15397 40.80
04/18/2023 08:43:08.643 15423 40.80
04/18/2023 08:43:08.845 15418 40.80
04/18/2023 08:43:09.043 15429 40.80
